id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
1616,01616_stitched.jpg,0.42,0.31,0.41,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.42,""AQ"":0.31,""HQ"":0.41,""VQ"":-0.07}"
1627,01627_stitched.jpg,0.64,0.17,0.2,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.64,""AQ"":0.17,""HQ"":0.20,""VQ"":-0.01}"
1628,01628_stitched.jpg,0.62,0.02,0.16,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.62,""AQ"":0.02,""HQ"":0.16,""VQ"":-0.07}"
1630,01630_stitched.jpg,0.51,0.44,0.48,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.51,""AQ"":0.44,""HQ"":0.48,""VQ"":0.09}"
1636,01636_stitched.jpg,0.27,-0.02,0.12,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.27,""AQ"":-0.02,""HQ"":0.12,""VQ"":-0.07}"
1642,01642_stitched.jpg,0.09,-0.07,-0.16,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":-0.07,""HQ"":-0.16,""VQ"":0.26}"
1643,01643_stitched.jpg,0.38,-0.02,0.03,0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.38,""AQ"":-0.02,""HQ"":0.03,""VQ"":0.17}"
1665,01665_stitched.jpg,0.22,0.71,0.29,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.22,""AQ"":0.71,""HQ"":0.29,""VQ"":-0.01}"
1669,01669_stitched.jpg,0.65,0.11,-0.05,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.65,""AQ"":0.11,""HQ"":-0.05,""VQ"":-0.01}"
1676,01676_stitched.jpg,0.25,-0.12,0.13,0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.25,""AQ"":-0.12,""HQ"":0.13,""VQ"":0.18}"
1678,01678_stitched.jpg,0.02,-0.05,-0.19,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":-0.05,""HQ"":-0.19,""VQ"":-0.03}"
1680,01680_stitched.jpg,0.6,-0.22,0.18,-0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.60,""AQ"":-0.22,""HQ"":0.18,""VQ"":-0.05}"
1684,01684_stitched.jpg,0.69,0.58,-0.01,0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.69,""AQ"":0.58,""HQ"":-0.01,""VQ"":0.00}"
1686,01686_stitched.jpg,0.16,0.45,0.45,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.16,""AQ"":0.45,""HQ"":0.45,""VQ"":0.04}"
1688,01688_stitched.jpg,0.27,-0.15,0.19,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.27,""AQ"":-0.15,""HQ"":0.19,""VQ"":0.02}"
1694,01694_stitched.jpg,0.02,0.39,0.21,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":0.39,""HQ"":0.21,""VQ"":-0.10}"
1695,01695_stitched.jpg,0.14,-0.02,-0.04,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":-0.02,""HQ"":-0.04,""VQ"":0.04}"
1870,01870_stitched.jpg,0.13,0.31,-0.01,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.13,""AQ"":0.31,""HQ"":-0.01,""VQ"":0.05}"
1874,01874_stitched.jpg,0.12,0.44,0.45,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.12,""AQ"":0.44,""HQ"":0.45,""VQ"":0.05}"
1875,01875_stitched.jpg,0.2,-0.05,0.35,0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":-0.05,""HQ"":0.35,""VQ"":0.17}"
1882,01882_stitched.jpg,0.18,-0.09,0.15,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":-0.09,""HQ"":0.15,""VQ"":0.07}"
1899,01899_stitched.jpg,-0.02,0.74,0.73,0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.02,""AQ"":0.74,""HQ"":0.73,""VQ"":0.12}"
1900,01900_stitched.jpg,0.25,0.01,-0.0,-0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.25,""AQ"":0.01,""HQ"":-0.00,""VQ"":-0.09}"
1901,01901_stitched.jpg,0.18,-0.02,0.25,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":-0.02,""HQ"":0.25,""VQ"":0.05}"
1905,01905_stitched.jpg,0.13,0.2,0.07,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.13,""AQ"":0.20,""HQ"":0.07,""VQ"":0.04}"
1932,01932_stitched.jpg,0.03,-0.07,0.08,0.2,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.03,""AQ"":-0.07,""HQ"":0.08,""VQ"":0.20}"
2253,02253_stitched.jpg,0.22,-0.25,0.1,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.22,""AQ"":-0.25,""HQ"":0.10,""VQ"":0.07}"
2260,02260_stitched.jpg,0.24,-0.16,-0.1,-0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":-0.16,""HQ"":-0.10,""VQ"":-0.18}"
2266,02266_stitched.jpg,0.17,-0.11,0.12,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.11,""HQ"":0.12,""VQ"":0.01}"
2276,02276_stitched.jpg,0.18,0.4,0.42,0.39,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":0.40,""HQ"":0.42,""VQ"":0.39}"
2288,02288_stitched.jpg,0.23,0.44,0.16,0.27,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.23,""AQ"":0.44,""HQ"":0.16,""VQ"":0.27}"
2296,02296_stitched.jpg,0.1,0.53,0.43,0.27,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.10,""AQ"":0.53,""HQ"":0.43,""VQ"":0.27}"
2301,02301_stitched.jpg,-0.26,-0.17,-0.07,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.26,""AQ"":-0.17,""HQ"":-0.07,""VQ"":0.05}"
2305,02305_stitched.jpg,0.58,-0.18,-0.05,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.58,""AQ"":-0.18,""HQ"":-0.05,""VQ"":-0.03}"
2309,02309_stitched.jpg,0.65,0.01,-0.21,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.65,""AQ"":0.01,""HQ"":-0.21,""VQ"":-0.07}"
2316,02316_stitched.jpg,0.04,0.31,0.07,0.41,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":0.31,""HQ"":0.07,""VQ"":0.41}"
2320,02320_stitched.jpg,0.02,-0.08,0.01,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":-0.08,""HQ"":0.01,""VQ"":0.06}"
2324,02324_stitched.jpg,0.47,-0.09,-0.19,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.47,""AQ"":-0.09,""HQ"":-0.19,""VQ"":-0.03}"
2326,02326_stitched.jpg,-0.05,-0.06,-0.09,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.05,""AQ"":-0.06,""HQ"":-0.09,""VQ"":-0.10}"
2330,02330_stitched.jpg,-0.06,-0.01,0.14,0.16,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.06,""AQ"":-0.01,""HQ"":0.14,""VQ"":0.16}"
2333,02333_stitched.jpg,0.02,0.35,-0.04,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":0.35,""HQ"":-0.04,""VQ"":-0.01}"
2345,02345_stitched.jpg,0.17,-0.16,0.05,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.16,""HQ"":0.05,""VQ"":-0.10}"
2356,02356_stitched.jpg,0.41,0.16,0.08,-0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.41,""AQ"":0.16,""HQ"":0.08,""VQ"":-0.09}"
2360,02360_stitched.jpg,0.21,0.19,0.12,-0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.21,""AQ"":0.19,""HQ"":0.12,""VQ"":-0.13}"
2362,02362_stitched.jpg,0.48,-0.03,0.14,-0.25,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.48,""AQ"":-0.03,""HQ"":0.14,""VQ"":-0.25}"
2367,02367_stitched.jpg,0.2,0.38,0.11,-0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":0.38,""HQ"":0.11,""VQ"":-0.04}"
2377,02377_stitched.jpg,0.15,0.21,-0.13,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.15,""AQ"":0.21,""HQ"":-0.13,""VQ"":0.05}"
2415,02415_stitched.jpg,0.51,0.38,0.41,0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.51,""AQ"":0.38,""HQ"":0.41,""VQ"":0.00}"
2416,02416_stitched.jpg,0.4,0.41,0.22,0.22,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.40,""AQ"":0.41,""HQ"":0.22,""VQ"":0.22}"
2448,02448_stitched.jpg,0.19,0.28,-0.2,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.19,""AQ"":0.28,""HQ"":-0.20,""VQ"":0.07}"
2452,02452_stitched.jpg,0.3,0.05,0.19,0.25,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.30,""AQ"":0.05,""HQ"":0.19,""VQ"":0.25}"
2456,02456_stitched.jpg,0.18,0.19,0.25,0.14,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":0.19,""HQ"":0.25,""VQ"":0.14}"
2462,02462_stitched.jpg,0.25,0.23,0.6,0.25,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.25,""AQ"":0.23,""HQ"":0.60,""VQ"":0.25}"
2468,02468_stitched.jpg,-0.03,0.35,0.29,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.03,""AQ"":0.35,""HQ"":0.29,""VQ"":-0.01}"
2471,02471_stitched.jpg,0.11,0.3,0.35,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.11,""AQ"":0.30,""HQ"":0.35,""VQ"":0.05}"
2472,02472_stitched.jpg,0.18,0.69,0.84,0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":0.69,""HQ"":0.84,""VQ"":0.18}"
2477,02477_stitched.jpg,0.13,0.14,0.28,0.24,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.13,""AQ"":0.14,""HQ"":0.28,""VQ"":0.24}"
2479,02479_stitched.jpg,0.24,0.18,0.47,0.14,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":0.18,""HQ"":0.47,""VQ"":0.14}"
2481,02481_stitched.jpg,0.24,0.32,0.26,0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":0.32,""HQ"":0.26,""VQ"":0.10}"
2484,02484_stitched.jpg,0.67,0.18,0.26,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.67,""AQ"":0.18,""HQ"":0.26,""VQ"":0.01}"
2491,02491_stitched.jpg,0.1,-0.13,-0.09,-0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.10,""AQ"":-0.13,""HQ"":-0.09,""VQ"":-0.13}"
2494,02494_stitched.jpg,-0.07,-0.24,-0.15,-0.16,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.07,""AQ"":-0.24,""HQ"":-0.15,""VQ"":-0.16}"
2508,02508_stitched.jpg,0.01,0.14,0.24,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.01,""AQ"":0.14,""HQ"":0.24,""VQ"":0.19}"
2511,02511_stitched.jpg,-0.3,0.18,0.3,-0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.30,""AQ"":0.18,""HQ"":0.30,""VQ"":-0.06}"
2515,02515_stitched.jpg,0.14,0.28,0.05,0.23,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":0.28,""HQ"":0.05,""VQ"":0.23}"
2517,02517_stitched.jpg,-0.11,-0.13,0.13,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.11,""AQ"":-0.13,""HQ"":0.13,""VQ"":0.06}"
2519,02519_stitched.jpg,-0.07,-0.06,-0.13,0.46,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.07,""AQ"":-0.06,""HQ"":-0.13,""VQ"":0.46}"
2522,02522_stitched.jpg,0.06,-0.01,-0.01,0.31,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.06,""AQ"":-0.01,""HQ"":-0.01,""VQ"":0.31}"
2528,02528_stitched.jpg,0.2,0.2,0.18,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":0.20,""HQ"":0.18,""VQ"":0.01}"
2533,02533_stitched.jpg,-0.04,-0.01,-0.25,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.04,""AQ"":-0.01,""HQ"":-0.25,""VQ"":0.02}"
2535,02535_stitched.jpg,-0.09,-0.14,0.31,0.31,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":-0.14,""HQ"":0.31,""VQ"":0.31}"
2540,02540_stitched.jpg,0.01,0.39,0.1,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.01,""AQ"":0.39,""HQ"":0.10,""VQ"":0.26}"
2542,02542_stitched.jpg,-0.03,0.05,-0.14,0.25,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.03,""AQ"":0.05,""HQ"":-0.14,""VQ"":0.25}"
2545,02545_stitched.jpg,-0.09,0.38,0.28,0.4,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":0.38,""HQ"":0.28,""VQ"":0.40}"
2548,02548_stitched.jpg,-0.11,0.76,0.17,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.11,""AQ"":0.76,""HQ"":0.17,""VQ"":0.05}"
2552,02552_stitched.jpg,0.05,0.21,0.18,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.05,""AQ"":0.21,""HQ"":0.18,""VQ"":0.19}"
2554,02554_stitched.jpg,-0.13,0.22,-0.05,0.16,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.13,""AQ"":0.22,""HQ"":-0.05,""VQ"":0.16}"
2559,02559_stitched.jpg,0.12,-0.05,-0.01,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.12,""AQ"":-0.05,""HQ"":-0.01,""VQ"":0.07}"
2563,02563_stitched.jpg,0.15,0.05,0.05,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.15,""AQ"":0.05,""HQ"":0.05,""VQ"":-0.07}"
2576,02576_stitched.jpg,0.13,-0.02,0.23,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.13,""AQ"":-0.02,""HQ"":0.23,""VQ"":0.04}"
2581,02581_stitched.jpg,-0.02,0.3,0.07,-0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.02,""AQ"":0.30,""HQ"":0.07,""VQ"":-0.15}"
2584,02584_stitched.jpg,-0.23,0.12,-0.05,0.27,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.23,""AQ"":0.12,""HQ"":-0.05,""VQ"":0.27}"
2593,02593_stitched.jpg,-0.39,-0.09,-0.24,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.39,""AQ"":-0.09,""HQ"":-0.24,""VQ"":-0.03}"
2598,02598_stitched.jpg,0.17,-0.19,-0.18,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.19,""HQ"":-0.18,""VQ"":0.02}"
2606,02606_stitched.jpg,0.04,-0.16,0.05,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":-0.16,""HQ"":0.05,""VQ"":0.09}"
2611,02611_stitched.jpg,-0.09,-0.37,0.05,0.36,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":-0.37,""HQ"":0.05,""VQ"":0.36}"
2614,02614_stitched.jpg,0.17,-0.07,0.07,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.07,""HQ"":0.07,""VQ"":0.04}"
2623,02623_stitched.jpg,0.06,0.19,0.47,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.06,""AQ"":0.19,""HQ"":0.47,""VQ"":0.19}"
2629,02629_stitched.jpg,-0.02,0.57,0.08,0.28,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.02,""AQ"":0.57,""HQ"":0.08,""VQ"":0.28}"
2631,02631_stitched.jpg,0.15,0.01,-0.16,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.15,""AQ"":0.01,""HQ"":-0.16,""VQ"":0.02}"
2644,02644_stitched.jpg,0.2,0.1,0.21,-0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":0.10,""HQ"":0.21,""VQ"":-0.05}"
2647,02647_stitched.jpg,0.09,0.19,0.41,0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":0.19,""HQ"":0.41,""VQ"":0.18}"
2650,02650_stitched.jpg,0.08,0.22,0.21,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.08,""AQ"":0.22,""HQ"":0.21,""VQ"":0.01}"
2654,02654_stitched.jpg,0.07,0.24,0.19,0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.07,""AQ"":0.24,""HQ"":0.19,""VQ"":0.13}"
2665,02665_stitched.jpg,-0.61,-0.16,0.1,-0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.61,""AQ"":-0.16,""HQ"":0.10,""VQ"":-0.13}"
2667,02667_stitched.jpg,-0.16,0.44,0.38,0.29,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.16,""AQ"":0.44,""HQ"":0.38,""VQ"":0.29}"
2671,02671_stitched.jpg,-0.28,0.21,0.25,0.14,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.28,""AQ"":0.21,""HQ"":0.25,""VQ"":0.14}"
2677,02677_stitched.jpg,0.34,-0.09,0.03,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.34,""AQ"":-0.09,""HQ"":0.03,""VQ"":0.05}"
2683,02683_stitched.jpg,0.24,0.27,0.16,0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":0.27,""HQ"":0.16,""VQ"":0.12}"
2684,02684_stitched.jpg,0.21,0.31,0.08,0.4,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.21,""AQ"":0.31,""HQ"":0.08,""VQ"":0.40}"
2687,02687_stitched.jpg,-0.36,0.0,-0.05,-0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.36,""AQ"":0.00,""HQ"":-0.05,""VQ"":-0.00}"
2695,02695_stitched.jpg,-0.04,-0.37,-0.08,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.04,""AQ"":-0.37,""HQ"":-0.08,""VQ"":0.06}"
2698,02698_stitched.jpg,0.1,-0.22,-0.21,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.10,""AQ"":-0.22,""HQ"":-0.21,""VQ"":0.09}"
2702,02702_stitched.jpg,0.11,0.52,0.25,0.3,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.11,""AQ"":0.52,""HQ"":0.25,""VQ"":0.30}"
2709,02709_stitched.jpg,0.06,0.35,0.21,0.14,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.06,""AQ"":0.35,""HQ"":0.21,""VQ"":0.14}"
2715,02715_stitched.jpg,0.18,0.28,0.12,0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":0.28,""HQ"":0.12,""VQ"":0.18}"
2720,02720_stitched.jpg,0.2,0.01,-0.1,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":0.01,""HQ"":-0.10,""VQ"":-0.03}"
2726,02726_stitched.jpg,0.23,-0.08,-0.04,-0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.23,""AQ"":-0.08,""HQ"":-0.04,""VQ"":-0.26}"
2732,02732_stitched.jpg,0.11,0.01,0.07,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.11,""AQ"":0.01,""HQ"":0.07,""VQ"":-0.03}"
2734,02734_stitched.jpg,-0.01,-0.13,0.08,-0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":-0.13,""HQ"":0.08,""VQ"":-0.04}"
2737,02737_stitched.jpg,-0.01,0.33,0.15,-0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":0.33,""HQ"":0.15,""VQ"":-0.00}"
2742,02742_stitched.jpg,-0.07,0.21,0.05,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.07,""AQ"":0.21,""HQ"":0.05,""VQ"":0.01}"
2747,02747_stitched.jpg,0.09,-0.19,0.26,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":-0.19,""HQ"":0.26,""VQ"":0.09}"
2757,02757_stitched.jpg,-0.04,-0.27,-0.07,-0.2,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.04,""AQ"":-0.27,""HQ"":-0.07,""VQ"":-0.20}"
2764,02764_stitched.jpg,-0.19,0.18,-0.01,0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.19,""AQ"":0.18,""HQ"":-0.01,""VQ"":0.15}"
2767,02767_stitched.jpg,0.13,0.36,0.22,0.23,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.13,""AQ"":0.36,""HQ"":0.22,""VQ"":0.23}"
2770,02770_stitched.jpg,0.18,0.03,-0.18,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":0.03,""HQ"":-0.18,""VQ"":0.04}"
2772,02772_stitched.jpg,0.04,-0.13,0.56,0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":-0.13,""HQ"":0.56,""VQ"":0.10}"
2779,02779_stitched.jpg,0.07,0.0,0.03,-0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.07,""AQ"":0.00,""HQ"":0.03,""VQ"":-0.11}"
2791,02791_stitched.jpg,-0.15,0.23,-0.26,0.3,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.15,""AQ"":0.23,""HQ"":-0.26,""VQ"":0.30}"
2794,02794_stitched.jpg,0.22,0.19,0.17,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.22,""AQ"":0.19,""HQ"":0.17,""VQ"":0.07}"
2797,02797_stitched.jpg,0.09,0.05,-0.21,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":0.05,""HQ"":-0.21,""VQ"":0.04}"
2800,02800_stitched.jpg,-0.15,0.18,0.26,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.15,""AQ"":0.18,""HQ"":0.26,""VQ"":0.26}"
2804,02804_stitched.jpg,0.04,0.38,-0.0,0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":0.38,""HQ"":-0.00,""VQ"":0.17}"
2818,02818_stitched.jpg,0.28,0.28,0.24,-0.21,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.28,""AQ"":0.28,""HQ"":0.24,""VQ"":-0.21}"
2826,02826_stitched.jpg,0.04,0.07,0.1,-0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":0.07,""HQ"":0.10,""VQ"":-0.13}"
2828,02828_stitched.jpg,0.19,-0.02,0.24,-0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.19,""AQ"":-0.02,""HQ"":0.24,""VQ"":-0.05}"
2833,02833_stitched.jpg,0.3,0.15,0.05,-0.08,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.30,""AQ"":0.15,""HQ"":0.05,""VQ"":-0.08}"
2837,02837_stitched.jpg,-0.2,-0.11,-0.09,0.28,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.20,""AQ"":-0.11,""HQ"":-0.09,""VQ"":0.28}"
2838,02838_stitched.jpg,0.1,-0.01,0.27,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.10,""AQ"":-0.01,""HQ"":0.27,""VQ"":-0.01}"
2844,02844_stitched.jpg,0.53,0.19,0.26,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.53,""AQ"":0.19,""HQ"":0.26,""VQ"":0.07}"
2846,02846_stitched.jpg,-0.26,0.04,0.14,0.21,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.26,""AQ"":0.04,""HQ"":0.14,""VQ"":0.21}"
2847,02847_stitched.jpg,0.4,0.08,-0.2,-0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.40,""AQ"":0.08,""HQ"":-0.20,""VQ"":-0.02}"
2857,02857_stitched.jpg,0.12,-0.15,0.05,-0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.12,""AQ"":-0.15,""HQ"":0.05,""VQ"":-0.11}"
2864,02864_stitched.jpg,0.2,0.28,0.04,-0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":0.28,""HQ"":0.04,""VQ"":-0.11}"
2874,02874_stitched.jpg,-0.05,0.18,0.17,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.05,""AQ"":0.18,""HQ"":0.17,""VQ"":-0.10}"
2881,02881_stitched.jpg,0.01,0.2,0.16,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.01,""AQ"":0.20,""HQ"":0.16,""VQ"":0.19}"
2884,02884_stitched.jpg,-0.15,0.18,0.2,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.15,""AQ"":0.18,""HQ"":0.20,""VQ"":0.02}"
2892,02892_stitched.jpg,-0.07,0.21,0.27,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.07,""AQ"":0.21,""HQ"":0.27,""VQ"":0.06}"
2902,02902_stitched.jpg,-0.02,-0.13,-0.07,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.02,""AQ"":-0.13,""HQ"":-0.07,""VQ"":-0.01}"
2904,02904_stitched.jpg,0.31,-0.12,-0.11,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.31,""AQ"":-0.12,""HQ"":-0.11,""VQ"":0.03}"
2910,02910_stitched.jpg,-0.05,-0.05,0.12,0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.05,""AQ"":-0.05,""HQ"":0.12,""VQ"":0.13}"
2921,02921_stitched.jpg,0.52,0.34,0.34,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.52,""AQ"":0.34,""HQ"":0.34,""VQ"":-0.01}"
2930,02930_stitched.jpg,-0.26,0.59,0.17,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.26,""AQ"":0.59,""HQ"":0.17,""VQ"":0.26}"
2938,02938_stitched.jpg,-0.24,-0.17,0.29,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.24,""AQ"":-0.17,""HQ"":0.29,""VQ"":0.19}"
2945,02945_stitched.jpg,0.25,-0.06,-0.04,-0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.25,""AQ"":-0.06,""HQ"":-0.04,""VQ"":-0.13}"
